route_operator,first,second
"ТЗОВ ""Львівське АТП-14631"", адреса: вул.Пластова, 10, м.Львів, 79056, АВ550341",Львів,Снятин
"ПП ""Експрес-АТП 11211"", адреса: вул. Нікопольська, 1, м.Марганець, Дніпропетровська область, АД 033775",Кірове,Запоріжжя
"ФОП Нерета О.М., адреса: вул.Чернігівська, 15, кв.8, смт.Короп, Коропський район, Чернігівська област, АГ 504507",Короп,Глухів
"ПП ""Посполіта Сервіс"", адреса: вул. Колонтаївська, 67, м.Одеса, АЕ 593995",Київ,Кременчук
"ФОП Сисак  В.А. адреса: вул.Нова, 20, м.Тетіїв, Київська область, АВ 508918",Київ,Тетіїв
"ТОВ ""Август V"", адреса: вул.Кірова, 41, смт.Овідіополь, Овідіопольський район, Одеська область, АВ 532461",Южноукраїнськ,Одеса
"ПП ""Матеріал-Сервіс"", адреса: Західний проїзд, 1-А, м.Дніпродзержинськ, Дніпропетровська область, АД 033061",Орлик,Дніпродзержинськ
"ФОП Опирук П.В., адреса: с.Соколівка, Косівський район, Івано-Франківська область, АГ 504932",Снятин,Львів
"ПП ""Експрес-АТП 11211"", адреса: вул. Нікопольська, 1, м.Марганець, Дніпропетровська область, АД 033775",Марганець,Запоріжжя
"ФОП Михалюк Ю.П., адреса: вул. Молодіжна, 54, с.Маяки, Луцький район, Волинська область, АД 076930",Рівне,Лісова пісня
"ПП ""Посполіта Сервіс"", адреса: вул. Колонтаївська, 67, м.Одеса, АЕ 593995",Кременчук,Київ
"ТОВ ""Август V"", адреса: вул.Кірова, 41, смт.Овідіополь, Овідіопольський район, Одеська область, АВ 532461",Южноукраїнськ,Одеса
"ПП ""Експрес-АТП 11211"", адреса: вул. Нікопольська, 1, м.Марганець, Дніпропетровська область, АД 033775",Марганець,Запоріжжя
"ТОВ ""Місс -Тур"", адреса: площа Комунарів, Південний автовокзал, м.Донецьк, АГ 502928",Донецьк,Львів
"ПП ""Посполіта Сервіс"", адреса: вул. Колонтаївська, 67, м.Одеса, АЕ 593995",Кременчук,Київ
"ФОП Литвин В.О. адреса: вул. Р.Люксенбург, 15/62, кв.30, м.Полтава, 36000, АГ 587905",Полтава,Донецьк
"ПАТ ""Коломийське АТП"", адреса:пр-т М.Грушевського, 94, м.Коломия, Івано-Франківська область, 78200, АГ 593931",Коломия,Трускавець
"ФОП Вознюк А.П., адреса: вул. Довженка, буд. 16, кв. 66, м.Хмельницький, АВ 616908",Хмельницький,Житомир
"ФОП Саян М.Р., адреса: просп. Гвардійський, буд.81, кв.60, м.Сєвєродонецьк, Луганська область, АД 033930",Сєвєроднецьк,Краматорськ
"ФОП Загиней В.Д., адреса: вул.С.Крушельницької, 52, кв.2, м.Рівне, АВ 510474",Рівне,Тернопіль
"ФОП Новак М.В., адреса: вул. Жовтнева, 114, смт.Петрове, Петрівський район, Кіровоградська область, АД 062362",Петрове,Кривий Ріг
"ТОВ ""Липовець АТП"", адреса: вул.Леніна,121-А, м.Липовець, Вінницька область, АД 062450",Іллінці,Київ
"ПАТ ""Північтранс"", адреса: 21 км Старокиївської дороги, м.Одеса, АГ 587970",Одеса,Южноукраїнськ
"ПрАТ ""Жмеринське АТП - 10512"", адреса: вул.Київська, 115, м.Жмеринка, Вінницька область, АГ 588974",Жмеринка,Житомир
"ПрАТ ""Теплицьке  АТП 10553"", адреса: вул. І.Франка, 10, смт.Теплик, Теплицький район, Вінницька область, АГ 503316",Київ,Теплик
"ТОВ ""АВА-Експрес"", адреса: вул.Чураївни, 5, кв. 157, м.Полтава, 36037, АЕ 266377",Полтава,Дніпропетровськ
"ФОП Новак М.В., адреса: вул. Жовтнева, 114, смт.Петрове, Петрівський район, Кіровоградська область, АД 062362",Петрове,Кривий Ріг
"ТОВ ""Автосвіт ЛТД"", адреса:вул.Жовтнева, 50, м.Коростень, Житомирська область, 11500, АД 062473",Коростень,Вінниця
"ПрАТ ""Жмеринське АТП - 10512"", адреса: вул.Київська, 115, м.Жмеринка, Вінницька область, АГ 588974",Жмеринка,Житомир
"ВАТ ""В.Лепетиське АТП 16543"", адреса: вул.Некрасова, 49, смт.Велика Лепетиха, Великолепетиський район, Херсонська область, АЕ 189986",Запоріжжя,Рубанівка
"ДП КП ""АТАСС"", адреса: вул. Ентузіастів, буд. 6, м.Славутич, Київська область, 07100, АЕ 421280",Чернігів,Славутич
"БПП ""Фаворит-Люкс"", адреса: вул.Гоголівська, буд.4, м.Житомир, АГ 584510",Житомир,Київ
"ТОВ ""Автогосподарство ""Козацька Лава"", адреса: вул.40-років Радянської України, 86-А, кв.47, м.Запоріжжя, АГ 591187",Володимирець,Запоріжжя
"ФОП Чайківський Б.Ю., адреса: пр-т Злуки, 37, кв.4, м.Тернопіль, АД 062256",Тернопіль,Львів
"ФОП Гончар С.О., адреса: вул.Єфремова, 40, м.Горлівка, Донецька область, 84635, АГ 509555",Шахтарськ,Бердянськ
"ТОВ ""ТСК-Авто"", адреса: вул. Урицького, буд. 4, м.Кривий Ріг, Дніпропетровська область, АВ 616229",Кривий Ріг,Новомиргород
"ТОВ ""Інформлюкс"", адреса: вул. Горького, буд. 40, кв.88, м.Суми, АД 038917",Суми,Харків
"БПП ""Фаворит-Люкс"", адреса: вул.Гоголівська, буд.4, м.Житомир, АГ 584510",Житомир,Київ
"ТОВ ""М+М"", адреса:вул.Леніна, 188/2, м.Канів, Черкаська область, АЕ 421902",Канів,Київ
"ФОП Пундик П. М., адреса: вул. Галицька 70, с.Олієво-Королівка, Городенківський район, Івано-Франківська область, АЕ 421296",Городенка,Чернівці
"ТОВ ""Автотранссервіс"", адреса: Лоцманський узвіз, 8, м.Дніпропетровськ, АГ 588977",Орджонікідзе,Запоріжжя
"ТОВ ""Автогосподарство ""Козацька Лава"", адреса: вул.40-років Радянської України, 86-А, кв.47, м.Запоріжжя, АГ 591187",Володимирець,Запоріжжя
