id,route_name,first,second,company_id,regulative_institution,route_number,route_regularity,drives_per_day,bus_comfort_level,bus_age,license_data,company_name,number_of_buses,count
208,Свершківці-Чернівці,Свершківці,Чернівці,4954287361014336831,Укртрансбезпека ,43/44,щоденно,один ,"М2, М3, В, ІІ, ІІІ",Починаючи з 2006 року,18.11.2011-17.11.2016,"ФОП Загайкевич В.Б., адреса:вул. Зелена, буд. 22, с.Литяче, Заліщицький район, Тернопільська область, 48678, АВ 510413",1+1,1
209,Полтава-Харків,Полтава,Харків,0,Укртрансбезпека ,43/44,щоденно,один ,"М2, М3, В, ІІІ",NA,NA,NA,1+1,1
211,Луганськ-Херсон,Луганськ,Херсон,7245834459588221807,Укртрансбезпека ,43/44,щоденно,один ,"М3, ІІІ",Починаючи з 1988 року,07.10.2010-06.10.2015,"ТОВ ""Комерційна компанія ""Альфа-Тур"", адреса: Оборонна, 101-к, м.Луганськ, 91047, АД 033948",2+1,1
215,Миколаїв-Кривий ріг,Миколаїв,Кривий Ріг,7667183426923393744,Укртрансбезпека ,43/44,щоденно,один ,"М3, ІІІ",Починаючи з 1996 року,09.12.2014-08.12.2019,"ТДВ ""Оріон-Авто"", адреса: вул. Казарського, 4, м.Миколаїв, 54007, АВ 562984",1+1,1
218,Донецьк-Одеса,Донецьк,Одеса,8031016645206640738,Укртрансбезпека ,45/46,щоденно,один ,"М3, ІІІ",Починаючи з 1987 року,17.06.2001-16.06.2016,"ТОВ ""Турист"", адреса: Гагарінське плато, буд.5, м.Одеса, AД 75984",2+1,1
220,Городенка-Тернопіль,Городенка,Тернопіль,4416867840797580367,Укртрансбезпека ,45/46,щоденно,один ,"М2, М3, В, ІІІ",Починаючи з 2007 року,15.04.2011-14.04.2016,"ФОП Боклащук М.Б., адреса:вул.22 Січня, буд.12, с.Котиківка, Городенківський район, Івано-Франківська область, 78106, А",1+1,1
228,Братське-Бердянськ,Братське,Бердянськ,0,Укртрансбезпека ,47/48,в період з 01.05 по 30.09 виконується щоденно,один ,"М3, ІІІ",NA,NA,NA,2+1,1
232,Свердловськ-Донецьк,Свердловськ,Донецьк,6467805642920155397,Укртрансбезпека ,49/50,Прямий та зворотній рейси виконуються Пт.Суб.Нед.,один ,"М3, ІІІ",Починаючи з 1985 року,29.09.2011-28.09.2016,"ПАТ ""Антрацитівське АТП-10918"", адреса:вул. Петровського, 75-А, м.Антрацит, Луганська область, 94613, АВ 545194 ",1+1,1
233,Боярка-Київ,Боярка,Київ,3546738561686458406,Укртрансбезпека ,49/50,щоденно,один ,"М3, ІІІ",Починаючи з 2011 року,07.09.2015-06.09.2020,"ПП ""Мережа-Авто"", адреса: вул.Миколаївська, 129-А, м.Богуслав, Київська область, АЕ 268353",1+1,1
236,Новокиївка-Херсон,Новокиївка,Херсон,0,Укртрансбезпека ,49/50,щоденно,один ,"М2, М3, В, І, ІІ, ІІІ",NA,NA,NA,1+1,1
237,Житомир-Моршин,Житомир,Моршин,0,Укртрансбезпека ,49/50,щоденно,один ,"М3, ІІІ",NA,NA,NA,2+1,1
238,Дніпропетровськ-Чернівці,Дніпропетровськ,Чернівці,6062980751049362430,Укртрансбезпека ,49/50,щоденно,один ,"М3, ІІІ",Починаючи з 1994 року,22.09.2011-21.09.2016,"ТДВ ""Денисівка"", адреса: вул.М.Тореза, 64-Б, м.Чернівці, 58007, АГ 587966",2+1,1
241,Прилуки-Суми,Прилуки,Суми,1759272521990376966,Укртрансбезпека ,49/50,щоденно,один ,"М3, ІІІ",Починаючи з 2007 року,22.08.2015-21.08.2020,"ФОП Ващенко Н.В., адреса: вул.Ковпака, 89, кв.23, м.Суми, АА 784957",1+1,1
246,Кремінна-Донецьк,Кремінна,Донецьк,0,Укртрансбезпека ,51/52,щоденно,один ,"М3, ІІІ",NA,NA,NA,1+1,1
247,Київ-Шепетівка,Київ,Шепетівка,0,Укртрансбезпека ,51/52,щоденно,один ,"М3, ІІІ",NA,NA,NA,2+1,1
248,Ялта-Одеса,Ялта,Одеса,1113948106015889865,Укртрансбезпека ,51/52,щоденно,один ,"М3, ІІІ",Починаючи з 2002 року,17.02.2011-16.02.2016,"ТОВ ""Крим-Авто-Експрес"", адреса:вул.Московська, 8, офіс 3, м.Ялта, АР Крим, АД 038495 ",2+1,1
251,Суми-Прилуки,Суми,Прилуки,1759272521990376966,Укртрансбезпека ,51/52,щоденно,один ,"М3, ІІІ",Починаючи з 2006 року,11.04.2015-10.04.2020,"ФОП Ващенко Н.В., адреса: вул.Ковпака, 89, кв.23, м.Суми, АА 784957",1+1,1
252,Кривий Ріг-Вінниця,Кривий Ріг,Вінниця,7614190343481207074,Укртрансбезпека ,51/52,щоденно,один ,"М3, ІІІ",Починаючи з 1991 року,05.07.2014-04.07.2019,"ТОВ ""Автотранссервіс"", адреса: Лоцманський узвіз, 8, м.Дніпропетровськ, АГ 588977",2+1,1
253,Київ-Шацьк,Київ,Шацьк,0,Укртрансбезпека ,51/52,щоденно,один ,"М3, ІІІ",NA,NA,NA,2+1,1
258,Луцьк-Ужгород,Луцьк,Ужгород,2063515289080140186,Укртрансбезпека ,53/54,щоденно,один ,"М3, ІІІ",Починаючи з 1989 року,31.12.2013-30.12.2018 - паритет,"ФОП Шемедюк Р.М. , адреса: вул. Центральна, 46, с.Лище, Луцький район, Волинська область, ",2+1,1
259,Славутич-Чернігів,Славутич,Чернігів,8676401186980921336,Укртрансбезпека ,53/54,щоденно,один ,"М2, М3, В, ІІ, ІІІ",Починаючи з 1993 року,16.11.2013-15.11.20018,"ДП ""ПРП ""АТАСС"" ВАТ ""АТАСС"", адреса: вул. Ентузіастів, 6, м.Славутич, Київська область, АГ 504782",1+1,1
260,Горлівка-Дніпродзержинськ,Горлівка,Дніпродзержинськ,6725445154411518090,Укртрансбезпека ,53/54,щоденно,один ,"М3, ІІІ",Починаючи з 2006 року,27.03.2011-26.03.2016,"ТОВ ""Вулкан"", адреса: вул. Локтюхова, 3, м.Дніпродзержинськ, Дніпропетровська область, АГ 584690  ",2+1,1
261,Тульчин-Київ,Тульчин,Київ,6310795000111757833,Укртрансбезпека ,53/54,щоденно,один ,"М3, ІІІ",Починаючи з 1994 року,15.09.2011-14.09.2016,"ПрАТ ""Тульчинське АТП-10507"", адреса: вул.Польова,1, с.Нестерварка, Тульчинський район, Вінницька область, 23600, АГ 504834",1+1,1
262,Чернівці-Рівне,Чернівці,Рівне,125277989863045702,Укртрансбезпека ,53/54,щоденно,один ,"М3, ІІІ",Починаючи з 1985 року,15.07.2011-14.07.2016,"ПП ""Корецьавтотранс"", адреса: вул. Євгена Коновальця буд.80, м.Корець, Рівненська область, АЕ 188743",1+1,1
268,Першотравенськ-Бердянськ,Першотравенськ,Бердянськ,6497670321041970700,Укртрансбезпека ,55/56,Прямий та зворотній рейси в період з 14.06. по 03.09 виконуються щоденно,один ,"М3, ІІІ",Починаючи з 1994 року,05.08.2014-04.08.2013,"ПП фірма ""КАИ-Центр"", адреса: вул. Плеханова, буд.23а, м.Павлоград, Дніпропетровська область, АД 038046",1+1,1
271,Харків-Київ,Харків,Київ,8305113938331235451,Укртрансбезпека ,55/56,щоденно,один ,"М3, ІІІ",Починаючи з 2003 року,01.12.2015-30.11.2020,"ПІК ""ААЗ Трейдінг Ко"", адреса: вул.Чистяківська, 30, м.Київ, АЕ 572514",1+1,1
273,Жовтні Води-Київ,Жовті Води,Київ,9079225663886777429,Укртрансбезпека ,55/56,Прямий та зворотній рейси виконуються Пон.Пт.Суб.Нед.,один ,"М3, ІІІ",Починаючи з 1991 року,30.09.2015-29.09.2020,"ФОП Ковальчук В.В., адреса: вул. Київська, буд. 55, кв. 19, с.Демидів, Вишгородський район, Київська область, AE 573285",1+1,1
274,Свердловськ-Донецьк,Свердловськ,Донецьк,8323842971203244395,Укртрансбезпека ,55/56,щоденно,один ,"М3, ІІІ",Починаючи з 1990 року,21.08.2014-20.08.2019,"ФОП Папелашвілі Г.Е., адреса:вул.610 Стрілкового полку, 6-А, м.Свердловськ, Луганська область, АВ 616639",1+1,1
280,Бердянськ-Севастополь,Бердянськ,Севастополь,9064494527496358410,Укртрансбезпека ,57/58,щоденно,один ,"М3, ІІІ",Починаючи з 1996 року,18.11.2011-17.11.2016,"ФОП Калінін А.М., адреса:вул.Б.Михайлова, 12, кв.3, м.Севастополь, АД 033939",1+1,1
285,Городище-Полтава,Городище,Полтава,2941551178634499440,Укртрансбезпека ,57/58,щоденно,один ,"М3, ІІІ",Починаючи з 1992 року,21.10.2015-20.10.2020,"ПрАТ ""Городищенське  АТП 17147"", адреса:вул.Чехова, 39, м.Городище, Черкаська область, АД 038113",1+1,1
286,Кіровоград-Харків,Кіровоград,Харків,0,Укртрансбезпека ,57/58,щоденно,один ,"М3, ІІІ",NA,NA,NA,1+1,1
287,Артемівськ-Кривий Ріг,Артемівськ,Кривий Ріг,3722208244168163000,Укртрансбезпека ,57/58,щоденно,один ,"М3, ІІІ",Починаючи з 1992 року,25.05.2014-24.05.2019,"ФОП Гончар С.О., адреса: вул.Єфремова, 40, м.Горлівка, Донецька область, 84635, АГ 509555",2+1,1
288,Волочиськ-Підволочиськ,Волочиськ,Підволочиськ,0,Укртрансбезпека ,57/58,щоденно,один ,"М2, М3, В, І, ІІ, ІІІ",NA,NA,NA,1+1,1
290,Харків-Ялта,Харків,Ялта,6602852450889284040,Укртрансбезпека ,59/60,щоденно,один ,"М3, ІІІ",Починаючи з 1998 року,28.04.2014-27.04.2019-паритет,"ТОВ фірма ""Ікарус"", адреса: вул.Сіриківська, 12, м.Харків, 61017, АЕ 504618",2+1,1
294,Кривий Ріг-Олександрія,Кривий Ріг,Олександрія,1172144590423871420,Укртрансбезпека ,59/60,щоденно,один ,"М2, М3, В, ІІ, ІІІ",Починаючи з 1988 року,31.12.2011-30.12.2016,"ФОП Колоскова Н.А., адреса: вул.Семашко, 46, кв.90, м.Олександрія, Кіровоградська область, 28000, АД 065365",1+1,1
295,Донецьк-Ловова,Донецьк,Ловова,0,Укртрансбезпека ,59/60,Прямий та зворотній рейси виконуються Пон.Пт.Суб.Нед.,один ,"М3, ІІІ",NA,NA,NA,1+1,1
298,Чернігів-Київ,Чернігів,Київ,989359958123265903,Укртрансбезпека ,59/60,щоденно,один ,"М2, М3, В, ІІІ",Починаючи з 1999 року,25.11.2015-24.11.2020,"ПП ""Деснапастранс"", адреса: вул. Попудренка, буд. 10, кв. 56, м.Чернігів, AE 264196",1+1,1
